route|file|top|methods|mutating|auth_first|auth_line|auth_class|auth_all|permission_codes|admin_level|zod_import_line|validation|uuid_check_line|has_dynamic_segment|audit_first|audit_line|audit_all|supabase_client|bounding|unbounded_flag|n_select|n_from|n_eq|n_rpc|rate_limit_line|ui_callers|ui_caller_files|prefix_ui_callers|internal_api_callers|internal_files|test_callers|external_callers|external_files|orphan_status|lines|with_route|runtime|deprecated
/api/alfabot/inquiry|apps/host/src/app/api/alfabot/inquiry/route.ts|alfabot|POST|true|NONE||NONE||||0|validateBody@91|0|false|logAudit|268|logAudit@268|service-role|single(x1);maybeSingle(x1)||2|2|1|0|0|2|packages/lib/src/alfabot/client.ts(2),packages/lib/src/alfabot/types.ts(1)||0||1|2|supabase/functions/alfabot-send-inquiry/index.ts(1),scripts/route-access-manifest.json(1)|CALLED|363|false||false
/api/alfabot/lead|apps/host/src/app/api/alfabot/lead/route.ts|alfabot|POST|true|NONE||NONE||||0|NONE|0|false|logAudit|258|logAudit@258|service-role|single(x1);maybeSingle(x1)||2|3|2|0|0|1|packages/lib/src/alfabot/client.ts(2)||1|apps/host/src/app/api/alfabot/inquiry/route.ts(1)|1|1|scripts/route-access-manifest.json(1)|CALLED|276|false||false
/api/alfabot|apps/host/src/app/api/alfabot/route.ts|alfabot|POST|true|internal-caller-signing|457|SECRET|internal-caller-signing@457|||0|validateBody@204|0|false|logAudit|643|logAudit@643|service-role|limit(x1)@381;single(x1);maybeSingle(x2)||4|10|7|0|0|1|packages/lib/src/alfabot/client.ts(3)||0||1|3|scripts/audit-tenant-isolation.ts(1),scripts/gen-route-access-manifest.mjs(1),scripts/route-access-manifest.json(1)|CALLED|1126|false||false
/api/auth/bootstrap|apps/host/src/app/api/auth/bootstrap/route.ts|auth|POST|true|auth.getUser|91|SESSION|createSupabaseServerClient(RLS)@90;auth.getUser@91|||0|NONE|0|false|logIdentityEvent|451|logIdentityEvent@451|service-role+rls|NONE||2|4|2|1|152|6|apps/host/src/app/(student)/dashboard/StudentOSDashboard.tsx(1),packages/ui/src/auth/AuthScreen.tsx(2),packages/lib/src/AuthContext.tsx(2),packages/lib/src/identity/constants.ts(1)||0||8|4|supabase/migrations/20260610090100_bootstrap_link_code.sql(2),supabase/migrations/20260806000008_source_of_truth_matrix.sql(1),scripts/auth-guard.js(1),scripts/route-access-manifest.json(1)|CALLED|584|false||false
/api/auth/onboarding-status|apps/host/src/app/api/auth/onboarding-status/route.ts|auth|GET|false|auth.getUser|21|SESSION|createSupabaseServerClient(RLS)@17;auth.getUser@21|||0|NONE|0|false|NONE|||rls|NONE||0|0|0|0|0|2|packages/lib/src/identity/constants.ts(1),packages/lib/src/identity/onboarding.ts(2)||1|apps/host/src/app/api/auth/bootstrap/route.ts(2)|2|1|scripts/route-access-manifest.json(1)|CALLED|58|false||false
/api/auth/pre-check|apps/host/src/app/api/auth/pre-check/route.ts|auth|POST|true|NONE||NONE||||0|NONE|0|false|NONE|||none|NONE||0|0|0|0|57|1|packages/ui/src/auth/AuthScreen.tsx(2)||0||1|1|scripts/route-access-manifest.json(1)|CALLED|101|false||false
/api/auth/repair|apps/host/src/app/api/auth/repair/route.ts|auth|POST|true|authorizeRequest|21|RBAC|authorizeRequest@21|user.manage||0|NONE|0|false|logIdentityEvent|82|logIdentityEvent@82|service-role|NONE||0|0|0|1|0|1|packages/lib/src/identity/onboarding.ts(2)||0||1|2|supabase/migrations/20260816000010_admin_role_scope_out_role_manage.sql(2),scripts/route-access-manifest.json(1)|CALLED|100|false||false
/api/auth/session|apps/host/src/app/api/auth/session/route.ts|auth|DELETE,GET,POST|true|auth.getUser|54|SESSION|createSupabaseServerClient(RLS)@53;auth.getUser@54|||0|NONE|0|false|NONE|||service-role+rls|limit(x1)@290;single(x1);maybeSingle(x1)||4|11|10|0|100|2|apps/host/src/app/super-admin/_components/AdminShell.tsx(1),packages/lib/src/AuthContext.tsx(2)||0||1|1|scripts/route-access-manifest.json(1)|CALLED|304|false||false
/api/billing/coverage|apps/host/src/app/api/billing/coverage/route.ts|billing|GET|false|authorizeRequest|38|RBAC|authorizeRequest@38|payments.subscribe||0|NONE|0|false|NONE|||none|NONE||0|0|0|0|0|0|||0||1|1|scripts/route-access-manifest.json(1)|ORPHAN-FRONTEND|82|false||false
/api/billing/tax-config|apps/host/src/app/api/billing/tax-config/route.ts|billing|GET|false|authorizeRequest|29|RBAC|authorizeRequest@29|payments.subscribe||5|zod@24|0|false|NONE|||service-role|limit(x1)@49;maybeSingle(x1)||1|1|2|0|0|0|||0||1|1|scripts/route-access-manifest.json(1)|ORPHAN-FRONTEND|83|false||false
/api/board-score|apps/host/src/app/api/board-score/route.ts|board-score|GET,POST|true|authorizeRequest|128|RBAC|authorizeRequest@128;createSupabaseServerClient(RLS)@157;auth.getSession@158|content.read||0|NONE|0|false|NONE|||service-role+rls|limit(x1)@80;single(x1)||2|2|4|0|0|1|packages/ui/src/dashboard/os/BoardScoreWidget.tsx(3)||0||3|2|supabase/migrations/20260801110100_cleanup_stale_board_score_predictions.sql(1),scripts/route-access-manifest.json(1)|CALLED|331|false|nodejs|false
/api/client-error|apps/host/src/app/api/client-error/route.ts|client-error|POST|true|NONE||NONE||||0|NONE|0|false|NONE|||none|NONE||0|0|0|0|18|1|apps/host/src/app/demo/page.tsx(1)||0||0|3|scripts/audit-tenant-isolation.ts(1),scripts/gen-route-access-manifest.mjs(1),scripts/route-access-manifest.json(1)|CALLED|78|false||false
/api/concept-engine|apps/host/src/app/api/concept-engine/route.ts|concept-engine|GET|false|env-secret-compare|137|SECRET|env-secret-compare@137;authorizeRequest@740|content.read;quiz.attempt||0|NONE|0|false|NONE|||service-role|limit(x2)@617;single(x1)||3|3|8|7|0|1|packages/lib/src/grounding-config.ts(1)||0||3|4|supabase/functions/grounded-answer/config.ts(1),supabase/migrations/20260620000100_portal_rbac_remediation_phase0_content_read_alfabot_read_messages.sql(1),scripts/check-content-gaps.ts(1),scripts/route-access-manifest.json(1)|CALLED|872|false||false
/api/content/diagram|apps/host/src/app/api/content/diagram/route.ts|content|POST|true|authorizeRequest|194|RBAC|authorizeRequest@194;createSupabaseServerClient(RLS)@290|progress.view_own||0|NONE|0|false|logAudit|348|logAudit@348|rls|maybeSingle(x1)||2|1|1|0|0|5|apps/host/src/app/foxy/page.tsx(1),apps/host/src/app/foxy/_components/StudyArtifactSheet.tsx(1),apps/host/src/app/foxy/_hooks/useGenAiContentFlags.ts(1),apps/host/src/app/foxy/_lib/diagram-to-foxy-block.ts(1)||0||3|6|supabase/migrations/20260724210000_enable_ff_content_generation_v1.sql(1),supabase/migrations/20260724220000_set_ff_generation_rollout_100.sql(1),supabase/migrations/20260727120000_disable_ff_generation_agents.sql(2),scripts/feature-flag-matrix.json(1)|CALLED|370|true|nodejs|false
/api/cron/adaptive-loops-monitor|apps/host/src/app/api/cron/adaptive-loops-monitor/route.ts|cron|GET,POST|true|verifyCronAuth|139|SECRET|verifyCronAuth@139|||0|NONE|0|false|NONE|||service-role|NONE||0|0|0|1|0|0|||0||1|7|supabase/migrations/20260722101000_adaptive_loops_health_rpc.sql(2),supabase/migrations/20260722101500_seed_alert_rule_adaptive_cron_heartbeat.sql(2),supabase/migrations/20260722102200_seed_alert_rules_adaptive_loops_monitor.sql(1),scripts/job-registry.json(1)|ORPHAN-FRONTEND|160|false|nodejs|false
/api/cron/adaptive-remediation|apps/host/src/app/api/cron/adaptive-remediation/route.ts|cron|POST|true|verifyCronAuth|2863|SECRET|verifyCronAuth@2863|||0|zod@650|0|false|auditLog|1235|auditLog@1235|service-role|limit(x13)@246;single(x1);maybeSingle(x3)||37|43|41|1|0|1|packages/lib/src/state/events/registry.ts(2)||0||4|4|supabase/functions/daily-cron/index.ts(2),supabase/functions/teacher-dashboard/index.ts(1),supabase/migrations/20260722101500_seed_alert_rule_adaptive_cron_heartbeat.sql(3),scripts/route-access-manifest.json(1)|CALLED|2966|false|nodejs|false
/api/cron/board-score|apps/host/src/app/api/cron/board-score/route.ts|cron|GET,POST|true|verifyCronAuth|116|SECRET|verifyCronAuth@116|||0|NONE|0|false|NONE|||service-role|single(x1)||2|2|2|0|0|0|||0||1|4|scripts/job-registry.json(1),scripts/route-access-manifest.json(1),.github/workflows/production-cron-runner.yml(2),apps/host/vercel.json(1)|ORPHAN-FRONTEND|282|false|nodejs|false
/api/cron/build-twin-snapshots|apps/host/src/app/api/cron/build-twin-snapshots/route.ts|cron|POST|true|verifyCronAuth|587|SECRET|verifyCronAuth@587|||0|zod@270|0|false|NONE|||service-role|limit(x2)@163||9|10|3|1|0|1|packages/lib/src/state/events/registry.ts(1)||0||1|2|supabase/functions/daily-cron/index.ts(2),scripts/route-access-manifest.json(1)|CALLED|642|false|nodejs|false
/api/cron/daily-cron|apps/host/src/app/api/cron/daily-cron/route.ts|cron|GET,POST|true|verifyCronAuth|47|SECRET|verifyCronAuth@47;CRON_SECRET(direct-env)@53;env-secret-compare@53|||0|NONE|0|false|NONE|||none|NONE||0|0|0|0|0|0|||1|apps/host/src/app/api/cron/foxy-quality-sample/route.ts(1)|6|7|supabase/functions/daily-cron/index.ts(1),supabase/migrations/20260505100000_disable_pg_cron_daily_in_favor_of_vercel.sql(1),scripts/admin-client-allowlist.json(1),scripts/job-registry.json(1)|ORPHAN-FRONTEND|127|false|nodejs|false
/api/cron/evaluate-alerts|apps/host/src/app/api/cron/evaluate-alerts/route.ts|cron|POST|true|verifyCronAuth|107|SECRET|verifyCronAuth@107|||0|NONE|0|false|from('audit_logs')|28|from('audit_logs')@28|service-role|limit(x1)@90;single(x1);head:true||9|11|9|0|0|0|||0||0|1|scripts/route-access-manifest.json(1)|ORPHAN-FRONTEND|168|false|nodejs|false
/api/cron/expired-subscriptions|apps/host/src/app/api/cron/expired-subscriptions/route.ts|cron|GET,POST|true|verifyCronAuth|40|SECRET|verifyCronAuth@40|||0|NONE|0|false|NONE|||service-role|NONE||0|0|0|1|0|0|||0||2|5|supabase/migrations/_legacy/timestamped/20260425160000_p0_launch_kill_switches_and_expiry_rpc.sql(3),scripts/job-registry.json(1),scripts/route-access-manifest.json(1),.github/workflows/production-cron-runner.yml(2)|ORPHAN-FRONTEND|140|false|nodejs|false
/api/cron/flag-posture-canary|apps/host/src/app/api/cron/flag-posture-canary/route.ts|cron|GET,POST|true|verifyCronAuth|192|SECRET|verifyCronAuth@192|||0|NONE|0|false|auditLog|162|auditLog@162|service-role|NONE|UNBOUNDED(eq-scoped)|1|1|0|0|0|0|||0||2|7|supabase/migrations/20260720140000_seed_alert_rule_flag_posture_drift.sql(1),supabase/migrations/20260901130000_rollback_ai_provider_flag_drift.sql(1),scripts/job-registry.json(1),scripts/route-access-manifest.json(1)|ORPHAN-FRONTEND|213|false|nodejs|false
/api/cron/foxy-quality-sample|apps/host/src/app/api/cron/foxy-quality-sample/route.ts|cron|GET,POST|true|verifyCronAuth|131|SECRET|verifyCronAuth@131;env-secret-compare@135|||0|NONE|0|false|NONE|||service-role|limit(x1)@158||4|6|3|0|0|1|apps/host/src/app/super-admin/foxy-quality/page.tsx(1)||2|apps/host/src/app/api/cron/synthesis-quality-sample/route.ts(1),apps/host/src/app/api/super-admin/foxy-quality/route.ts(1)|3|1|scripts/route-access-manifest.json(1)|CALLED|390|false|nodejs|false
/api/cron/goal-daily-plan-reminder|apps/host/src/app/api/cron/goal-daily-plan-reminder/route.ts|cron|POST|true|verifyCronAuth|52|SECRET|verifyCronAuth@52|||0|NONE|0|false|NONE|||service-role|NONE||2|3|2|0|0|1|packages/lib/src/notifications/goal-daily-plan-reminder.ts(1)||0||1|2|supabase/migrations/20260503210000_add_ff_goal_daily_plan_reminder.sql(2),scripts/route-access-manifest.json(1)|CALLED|163|false|nodejs|false
/api/cron/governance-health|apps/host/src/app/api/cron/governance-health/route.ts|cron|GET|false|verifyCronAuth|15|SECRET|verifyCronAuth@15|||0|NONE|0|false|NONE|||none|NONE||0|0|0|0|0|0|||0||0|7|supabase/migrations/20260806000003_partitioning_retention.sql(1),scripts/governance-health-check.mjs(2),scripts/job-registry.json(1),scripts/route-access-manifest.json(1)|ORPHAN-FRONTEND|102|false||false
/api/cron/irt-calibrate|apps/host/src/app/api/cron/irt-calibrate/route.ts|cron|GET,POST|true|verifyCronAuth|235|SECRET|verifyCronAuth@235|||0|NONE|0|false|NONE|||service-role|range(x1)@129||2|3|0|1|0|1|packages/lib/src/flags/protected-flags.ts(1)||1|apps/host/src/app/api/super-admin/ai/irt-readiness/route.ts(1)|2|10|supabase/migrations/00000000000000_baseline_from_prod.sql(1),supabase/migrations/20260520000008_mock_test_attempts.sql(1),supabase/migrations/20260703000200_irt_calibrator_theta_repoint.sql(2),supabase/migrations/20260722099000_irt_calibration_readiness_rpc.sql(1)|CALLED|299|false|nodejs|false
/api/cron/payments-health|apps/host/src/app/api/cron/payments-health/route.ts|cron|GET,POST|true|verifyCronAuth|194|SECRET|verifyCronAuth@194|||0|NONE|0|false|NONE|||service-role|limit(x2)@113;head:true||5|5|4|0|0|0|||0||3|4|scripts/job-registry.json(1),scripts/route-access-manifest.json(1),.github/workflows/production-cron-runner.yml(2),apps/host/vercel.json(1)|ORPHAN-FRONTEND|241|false|nodejs|false
/api/cron/pre-debit-notice|apps/host/src/app/api/cron/pre-debit-notice/route.ts|cron|GET,POST|true|verifyCronAuth|89|SECRET|verifyCronAuth@89;CRON_SECRET(direct-env)@94;env-secret-compare@94|||0|NONE|0|false|NONE|||service-role|limit(x1)@116||4|4|2|0|0|0|||0||2|5|supabase/functions/send-pre-debit-notice/index.ts(1),scripts/job-registry.json(1),scripts/route-access-manifest.json(1),.github/workflows/production-cron-runner.yml(2)|ORPHAN-FRONTEND|265|false|nodejs|false
/api/cron/reconcile-payments|apps/host/src/app/api/cron/reconcile-payments/route.ts|cron|GET,POST|true|verifyCronAuth|126|SECRET|verifyCronAuth@126|||0|NONE|0|false|NONE|||service-role|NONE||0|0|0|0|0|0|||1|apps/host/src/app/api/payments/verify/route.ts(1)|3|5|supabase/migrations/20260729120000_payment_history_reconciled_at.sql(2),scripts/job-registry.json(1),scripts/route-access-manifest.json(1),.github/workflows/production-cron-runner.yml(2)|ORPHAN-FRONTEND|229|false|nodejs|false
/api/cron/reverify-domains|apps/host/src/app/api/cron/reverify-domains/route.ts|cron|GET,POST|true|verifyCronAuth|134|SECRET|verifyCronAuth@134|||0|NONE|0|false|logAdminAction|237|logAdminAction@237|service-role|limit(x1)@158||1|2|3|0|0|0|||0||2|4|scripts/job-registry.json(1),scripts/route-access-manifest.json(1),.github/workflows/production-cron-runner.yml(2),apps/host/vercel.json(1)|ORPHAN-FRONTEND|314|false|nodejs|false
/api/cron/school-operations|apps/host/src/app/api/cron/school-operations/route.ts|cron|GET,POST|true|verifyCronAuth|517|SECRET|verifyCronAuth@517|||0|NONE|0|false|NONE|||service-role|limit(x2)@202||8|14|9|0|0|0|||0||1|4|scripts/job-registry.json(1),scripts/route-access-manifest.json(1),.github/workflows/production-cron-runner.yml(2),apps/host/vercel.json(1)|ORPHAN-FRONTEND|720|false|nodejs|false
/api/cron/streak-guardian|apps/host/src/app/api/cron/streak-guardian/route.ts|cron|GET,POST|true|verifyCronAuth|42|SECRET|verifyCronAuth@42|||0|NONE|0|false|NONE|||service-role|NONE|UNBOUNDED(no-eq)|1|2|0|0|0|0|||0||2|5|supabase/migrations/20260624120000_seed_ff_streak_guardian_cron_v1.sql(2),scripts/job-registry.json(1),scripts/route-access-manifest.json(1),.github/workflows/production-cron-runner.yml(2)|ORPHAN-FRONTEND|132|false|nodejs|false
/api/cron/synthesis-delivery-monitor|apps/host/src/app/api/cron/synthesis-delivery-monitor/route.ts|cron|GET,POST|true|verifyCronAuth|121|SECRET|verifyCronAuth@121|||0|NONE|0|false|NONE|||service-role|NONE|UNBOUNDED(no-eq)|1|1|0|0|0|1|apps/host/src/app/super-admin/synthesis-health/page.tsx(1)||1|apps/host/src/app/api/super-admin/synthesis-health/route.ts(1)|1|5|supabase/migrations/20260722102100_seed_alert_rule_synthesis_delivery_failure.sql(1),scripts/job-registry.json(1),scripts/route-access-manifest.json(1),.github/workflows/production-cron-runner.yml(2)|CALLED|142|false|nodejs|false
/api/cron/synthesis-quality-sample|apps/host/src/app/api/cron/synthesis-quality-sample/route.ts|cron|GET,POST|true|verifyCronAuth|87|SECRET|verifyCronAuth@87;env-secret-compare@91|||0|NONE|0|false|NONE|||service-role|limit(x1)@107||3|5|1|0|0|1|apps/host/src/app/super-admin/synthesis-quality/page.tsx(1)||1|apps/host/src/app/api/super-admin/synthesis-quality/route.ts(1)|2|2|supabase/migrations/20260722102000_synthesis_quality_scores.sql(1),scripts/route-access-manifest.json(1)|CALLED|260|false|nodejs|false
/api/cron/whatsapp-drain|apps/host/src/app/api/cron/whatsapp-drain/route.ts|cron|GET,POST|true|verifyCronAuth|314|SECRET|verifyCronAuth@314|||0|zod@245|0|false|NONE|||service-role|limit(x1)@158||1|2|2|1|0|0|||0||1|5|supabase/migrations/20260801100600_whatsapp_register_internal_callers.sql(1),scripts/job-registry.json(1),scripts/route-access-manifest.json(1),.github/workflows/production-cron-runner.yml(2)|ORPHAN-FRONTEND|366|false|nodejs|false
/api/dashboard/reviews-due|apps/host/src/app/api/dashboard/reviews-due/route.ts|dashboard|GET|false|authorizeRequest|35|RBAC|authorizeRequest@35;createSupabaseServerClient(RLS)@65|progress.view_own||0|NONE|0|false|NONE|||rls|NONE|UNBOUNDED(eq-scoped)|1|1|1|0|0|2|packages/ui/src/dashboard/os/RevisionRail.tsx(1),packages/ui/src/dashboard/ReviewsDueCard.tsx(2)||3|apps/host/src/app/api/practice/history/route.ts(5),apps/host/src/app/api/revision/overview/route.ts(4),apps/host/src/app/api/student/engagement/route.ts(1)|6|3|supabase/migrations/20260702160000_p3w3_17_concept_mastery_review_date_index.sql(2),supabase/migrations/20260702200000_fix_get_adaptive_questions_srs_due_predicate.sql(3),scripts/route-access-manifest.json(1)|CALLED|162|false||false
/api/diagnostic/complete|apps/host/src/app/api/diagnostic/complete/route.ts|diagnostic|POST|true|authorizeRequest|146|RBAC|authorizeRequest@146|diagnostic.complete||0|NONE|0|false|NONE|||service-role|single(x2)||3|9|6|1|0|8|apps/host/src/app/diagnostic/copy.ts(2),apps/host/src/app/diagnostic/DiagnosticReview.tsx(2),apps/host/src/app/diagnostic/page.tsx(1),apps/host/src/app/diagnostic/ResultsScreen.tsx(1)||0||3|3|supabase/migrations/20260610110000_seed_content_and_diagnostic_permissions.sql(1),supabase/migrations/_legacy/timestamped/20260409000005_add_diagnostic_permissions.sql(2),scripts/route-access-manifest.json(1)|CALLED|639|false||false
/api/diagnostic/start|apps/host/src/app/api/diagnostic/start/route.ts|diagnostic|POST|true|authorizeRequest|125|RBAC|authorizeRequest@125|diagnostic.attempt||0|NONE|0|false|NONE|||service-role|limit(x2)@310;single(x2)||5|6|15|0|0|10|apps/host/src/app/diagnostic/copy.ts(3),apps/host/src/app/diagnostic/DiagnosticReview.tsx(2),apps/host/src/app/diagnostic/page.tsx(6),apps/host/src/app/diagnostic/QuizScreen.tsx(1)||1|apps/host/src/app/api/diagnostic/complete/route.ts(2)|4|4|supabase/migrations/20260610110000_seed_content_and_diagnostic_permissions.sql(1),supabase/migrations/20260728090000_lockdown_anon_readable_public_tables.sql(1),supabase/migrations/_legacy/timestamped/20260409000005_add_diagnostic_permissions.sql(2),scripts/route-access-manifest.json(1)|CALLED|582|false||false
/api/dive/artifact|apps/host/src/app/api/dive/artifact/route.ts|dive|POST|true|authorizeRequest|126|RBAC|createSupabaseServerClient(RLS)@124;authorizeRequest@126|study_plan.view||0|NONE|0|false|NONE|||rls|limit(x1)@221;single(x1);maybeSingle(x1)||3|3|2|0|0|6|apps/host/src/app/dive/page.tsx(1),packages/ui/src/dive/ArtifactComposer.tsx(2),packages/lib/src/learn/weekly-streak.ts(1),mobile/lib/data/models/dive_models.dart(3)||3|apps/host/src/app/api/dive/history/route.ts(1),apps/host/src/app/api/dive/start/route.ts(1),apps/host/src/app/api/synthesis/state/route.ts(1)|1|1|scripts/route-access-manifest.json(1)|CALLED|236|false||false
/api/dive/history|apps/host/src/app/api/dive/history/route.ts|dive|GET|false|authorizeRequest|37|RBAC|createSupabaseRouteClient(RLS)@35;authorizeRequest@37|study_plan.view||0|NONE|0|false|NONE|||rls|limit(x1)@87;maybeSingle(x1);limitParam@51||2|2|2|0|0|5|apps/host/src/app/dive/history/page.tsx(2),packages/lib/src/learn/build-rhythm-queue.ts(1),mobile/lib/data/models/dive_models.dart(3),mobile/lib/data/repositories/dive_repository.dart(1)||4|apps/host/src/app/api/dive/artifact/route.ts(2),apps/host/src/app/api/dive/start/route.ts(1),apps/host/src/app/api/dive/state/route.ts(1)|2|1|scripts/route-access-manifest.json(1)|CALLED|122|false||false
/api/dive/start|apps/host/src/app/api/dive/start/route.ts|dive|POST|true|authorizeRequest|82|RBAC|createSupabaseServerClient(RLS)@80;authorizeRequest@82|study_plan.view||0|NONE|0|false|NONE|||rls|maybeSingle(x2)||2|2|3|0|0|5|apps/host/src/app/dive/page.tsx(2),packages/ui/src/dive/Picker.tsx(1),mobile/lib/data/models/dive_models.dart(2),mobile/lib/data/repositories/dive_repository.dart(1)||0||1|2|supabase/migrations/20260702160000_p3w3_17_concept_mastery_review_date_index.sql(2),scripts/route-access-manifest.json(1)|CALLED|191|false||false
/api/dive/state|apps/host/src/app/api/dive/state/route.ts|dive|GET|false|authorizeRequest|106|RBAC|createSupabaseRouteClient(RLS)@104;authorizeRequest@106|study_plan.view||0|NONE|0|false|NONE|||rls|limit(x2)@193;maybeSingle(x1)||3|3|3|0|0|7|apps/host/src/app/dive/page.tsx(1),packages/ui/src/dive/Picker.tsx(1),packages/lib/src/learn/build-rhythm-queue.ts(2),packages/lib/src/learn/weekly-streak.ts(1)||4|apps/host/src/app/api/dive/artifact/route.ts(8),apps/host/src/app/api/dive/history/route.ts(1),apps/host/src/app/api/dive/start/route.ts(2)|2|1|scripts/route-access-manifest.json(1)|CALLED|288|false||false
/api/embedding|apps/host/src/app/api/embedding/route.ts|embedding|POST|true|env-secret-compare|4|SECRET|env-secret-compare@4;authorizeRequest@12|foxy.chat||0|NONE|0|false|NONE|||none|NONE||0|0|0|0|0|0|||0||0|1|scripts/route-access-manifest.json(1)|ORPHAN-FRONTEND|57|false||false
/api/error-report|apps/host/src/app/api/error-report/route.ts|error-report|POST|true|NONE||NONE||||0|validateBody@68|0|false|from('audit_logs')|105|from('audit_logs')@105|service-role|NONE||0|1|0|0|22|0|||0||0|3|scripts/audit-tenant-isolation.ts(1),scripts/gen-route-access-manifest.mjs(1),scripts/route-access-manifest.json(1)|ORPHAN-FRONTEND|132|false||false
/api/exam/chapters|apps/host/src/app/api/exam/chapters/route.ts|exam|POST|true|authorizeRequest|35|RBAC|authorizeRequest@35|exam.create||0|NONE|0|false|NONE|||service-role|single(x1)||1|2|1|0|0|0|||0||1|2|supabase/migrations/_legacy/timestamped/20260408000022_phase_c_missing_indexes.sql(1),scripts/route-access-manifest.json(1)|ORPHAN-FRONTEND|107|false||false
/api/exams/papers/[id]/autosave|apps/host/src/app/api/exams/papers/[id]/autosave/route.ts|exams|DELETE,GET,PATCH,POST,PUT|true|authorizeRequest|135|RBAC|authorizeRequest@135|exam.view||0|NONE|0|true|NONE|||service-role|NONE|UNBOUNDED(eq-scoped)|1|1|4|0|0|1|packages/ui/src/exam/v2/ExamRunner.tsx(2)|36|0||2|2|supabase/migrations/20260802140000_seed_ff_exam_v2.sql(2),scripts/route-access-manifest.json(1)|CALLED|241|false||false
/api/exams/papers/[id]|apps/host/src/app/api/exams/papers/[id]/route.ts|exams|GET|false|authorizeRequest|85|RBAC|authorizeRequest@85|exam.view||0|NONE|0|true|NONE|||service-role|maybeSingle(x1)||2|2|5|0|0|7|apps/host/src/app/(student)/exams/mock/[paperId]/page.tsx(4),packages/ui/src/exam/v2/ExamRunner.tsx(2),packages/ui/src/exams/mock-test-types.ts(4),packages/ui/src/exams/useMockTestState.ts(2)|36|4|apps/host/src/app/api/exams/papers/route.ts(1),apps/host/src/app/api/exams/papers/[id]/autosave/route.ts(2),apps/host/src/app/api/exams/papers/[id]/start/route.ts(2)|4|3|supabase/migrations/20260722097200_deactivate_legacy_cbse_multisubject_sample_paper.sql(3),supabase/migrations/20260802140000_seed_ff_exam_v2.sql(2),scripts/route-access-manifest.json(4)|CALLED|253|false||false
/api/exams/papers/[id]/start|apps/host/src/app/api/exams/papers/[id]/start/route.ts|exams|DELETE,GET,PATCH,POST,PUT|true|authorizeRequest|85|RBAC|authorizeRequest@85|exam.view||0|NONE|0|true|NONE|||service-role|maybeSingle(x1)||1|1|2|1|0|5|apps/host/src/app/(student)/exams/mock/[paperId]/page.tsx(2),packages/ui/src/exams/mock-test-types.ts(2),packages/ui/src/exams/useMockTestState.ts(1),mobile/lib/data/models/exam_models.dart(4)|36|1|apps/host/src/app/api/exams/papers/[id]/submit/route.ts(1)|1|2|supabase/migrations/20260722097200_deactivate_legacy_cbse_multisubject_sample_paper.sql(1),scripts/route-access-manifest.json(1)|CALLED|217|false||false
/api/exams/papers/[id]/submit|apps/host/src/app/api/exams/papers/[id]/submit/route.ts|exams|DELETE,GET,PATCH,POST,PUT|true|authorizeRequest|168|RBAC|authorizeRequest@168|exam.view||0|NONE|0|true|NONE|||service-role|limit(x1)@261;maybeSingle(x3)||5|5|9|1|0|5|packages/ui/src/exams/mock-test-types.ts(1),packages/ui/src/exams/useMockTestState.ts(1),mobile/lib/data/models/exam_models.dart(3),mobile/lib/data/repositories/exam_repository.dart(1)|36|0||1|1|scripts/route-access-manifest.json(1)|CALLED|537|false||false
/api/exams/papers|apps/host/src/app/api/exams/papers/route.ts|exams|GET|false|authorizeRequest|106|RBAC|authorizeRequest@106|exam.view||0|NONE|0|false|NONE|||service-role|limit(x1)@199;limitParam@114||1|1|3|0|0|5|apps/host/src/app/(student)/exams/mock/MockTestCatalog.tsx(3),mobile/lib/data/models/exam_models.dart(3),mobile/lib/data/repositories/exam_repository.dart(1),mobile/lib/providers/exam_provider.dart(1)||0||2|2|supabase/migrations/20260722097200_deactivate_legacy_cbse_multisubject_sample_paper.sql(1),scripts/route-access-manifest.json(1)|CALLED|239|false||false
/api/exams/sync-mastery|apps/host/src/app/api/exams/sync-mastery/route.ts|exams|POST|true|authorizeRequest|45|RBAC|authorizeRequest@45;createSupabaseServerClient(RLS)@52|exam.view||0|NONE|0|false|NONE|||service-role+rls|limit(x1)@122||4|5|6|1|0|1|apps/host/src/app/(student)/exams/page.tsx(1)||0||0|1|scripts/route-access-manifest.json(1)|CALLED|190|false||false
/api/feature-flags/check|apps/host/src/app/api/feature-flags/check/route.ts|feature-flags|GET|false|NONE||NONE||||0|NONE|0|false|NONE|||none|NONE||0|0|0|0|0|2|packages/ui/src/alfabot/AlfaBotMount.tsx(2),packages/ui/src/alfabot/index.ts(1)||0||0|1|scripts/route-access-manifest.json(1)|CALLED|56|false||false
/api/feature-flags/voice|apps/host/src/app/api/feature-flags/voice/route.ts|feature-flags|GET|false|NONE||NONE||||0|NONE|0|false|NONE|||anon|NONE||0|0|0|1|0|1|packages/lib/src/voice-feature-flag.ts(2)||0||0|2|supabase/migrations/20260603190000_python_voice_tts_flag.sql(1),scripts/route-access-manifest.json(1)|CALLED|58|false||false
