apps/host/src/app/school-admin/teachers/page.tsx	rpc:'get_school_teachers'
apps/host/src/app/settings/page.tsx	from:'student_learning_profiles
apps/host/src/app/stem-centre/page.tsx	from:'interactive_simulations
apps/host/src/app/stem-centre/page.tsx	rpc:'complete_experiment'
apps/host/src/app/teacher/assignments/page.tsx	from:'assignments
apps/host/src/app/teacher/onboarding/page.tsx	from:'teachers
apps/host/src/app/teacher/onboarding/page.tsx	rpc:'teacher_create_class'
apps/host/src/app/teacher/submissions/page.tsx	from:'assignments
packages/lib/src/AuthContext.tsx	from:'admin_users
packages/lib/src/AuthContext.tsx	from:'guardians
packages/lib/src/AuthContext.tsx	from:'school_admins
packages/lib/src/AuthContext.tsx	from:'students
packages/lib/src/AuthContext.tsx	from:'teachers
packages/lib/src/AuthContext.tsx	rpc:'get_user_role'
packages/lib/src/onboarding/use-setup.ts	from:'students
packages/lib/src/swr.tsx	rpc:'get_dashboard_data'
packages/lib/src/usePermissions.ts	rpc:'get_user_permissions'
packages/ui/src/ExamProphecy.tsx	rpc:'predict_exam_score'
packages/ui/src/MaintenanceBanner.tsx	from:'feature_flags
packages/ui/src/challenge/ClassChallengeBoard.tsx	from:'challenge_attempts
packages/ui/src/challenge/ClassChallengeBoard.tsx	from:'students
packages/ui/src/exam-briefing/os/useUpcomingExams.ts	from:'exam_configs
packages/ui/src/foxy/FoxyStructuredRenderer.tsx	from:'topic_diagrams
packages/ui/src/navigation/use-has-upcoming-exam.ts	from:'student_exams
packages/ui/src/onboarding/OnboardingFlow.tsx	from:'onboarding_responses
packages/ui/src/onboarding/OnboardingFlow.tsx	from:'students
packages/ui/src/parent/ParentLabReportWidget.tsx	from:'experiment_observations
packages/ui/src/parent/ParentLabReportWidget.tsx	from:'student_lab_streaks
packages/ui/src/quiz/QuizResults.tsx	from:'feature_flags
packages/ui/src/quiz/QuizResults.tsx	from:'performance_scores
packages/ui/src/quiz/QuizResults.tsx	from:'spaced_repetition_cards
packages/ui/src/refresh/RetentionTestsSection.tsx	from:'retention_tests
packages/ui/src/school-admin/use-school-admin-auth.ts	from:'school_admins
packages/ui/src/school/NotificationCenter.tsx	from:'notifications
packages/ui/src/school/ParentExamSchedule.tsx	from:'guardian_student_links
packages/ui/src/school/ParentExamSchedule.tsx	from:'guardians
packages/ui/src/school/ParentExamSchedule.tsx	from:'school_exams
packages/ui/src/school/SchoolAnnouncementBanner.tsx	from:'school_announcements
packages/ui/src/school/UpcomingExamCard.tsx	from:'school_exams
packages/ui/src/xp/XPActivityFeed.tsx	from:'xp_transactions
